aspect_ratio,blob_area_px,blob_fill_fraction,candidate_vs_gt_iou,circularity,edge_density,glcm_ASM,glcm_contrast,glcm_correlation,glcm_dissimilarity,glcm_energy,glcm_homogeneity,label,pred_total_area_px,scene_id,solidity,source
1.6718367346938776,1947621,0.8274994021045918,0.0,0.3751482383503776,0.004045646421370968,0.1065372642254872,1.7072105464012075,0.9927198623765152,0.5806568447811125,0.3261060164219859,0.7455621573105071,lookalike,1957350,lookalike_00000,0.9815213357193344,holdout
1.0556701030927835,3234500,0.8253641974065722,0.0,0.19915258294081592,0.360651524536445,0.004008677193290982,12.733800438654947,0.8636956870409775,2.6101440076473073,0.0630870336018092,0.33886441853227245,lookalike,3243503,lookalike_00001,0.8823967779976039,holdout
1.0500588928150765,907888,0.3093575497418031,0.0,0.07704356511344318,0.20523971955607417,0.01321315464414164,7.519627323829533,0.9572536778776516,1.639033923302661,0.11456337729744082,0.5132291390316128,lookalike,993600,lookalike_00002,0.5281124328152523,holdout
1.5172413793103448,613,0.438871473354232,0.0,0.4840941964469651,0.37684275184275184,0.0028247761553779433,44.40205157090112,0.4262452167658101,5.015145942928186,0.05302671564656991,0.2000008154270938,lookalike,1004,lookalike_00003,0.872954014029618,holdout
1.1637426900584795,16595,0.4849980898645273,0.0,0.17462360468736263,0.3550587672988768,0.004462633808989338,28.15676486930768,0.5038700662935853,3.87041725259287,0.06627910841485954,0.26058986655586713,lookalike,64749,lookalike_00004,0.6513665515540207,holdout
1.0,1777072,0.4310494661331177,0.0,0.03142637303686916,0.37412285804748535,0.003175319943385202,36.29572855063482,0.4804745664593164,4.479849677980397,0.056143425938931665,0.2237497914595845,lookalike,2192145,lookalike_00005,0.5434122829731505,holdout
1.0,2712548,0.6614714860916138,0.0,0.03026749920691948,0.3751039505004883,0.0030403254686371395,36.52464758337746,0.4987600684567095,4.5009831842792325,0.054934717897296356,0.22242664660720235,lookalike,2898998,lookalike_00006,0.6807224939691163,holdout
1.5221238938053097,21636,0.27073471907799956,0.0,0.10222518990286697,0.3827689763231198,0.0024384064424314462,51.806757589571674,0.35826454101974237,5.449044362051394,0.049290845267172784,0.18425335461602935,lookalike,408870,lookalike_00007,0.43807561424869657,holdout
1.0,1670034,0.5009912252426147,0.0,0.03737451988944173,0.379610538482666,0.002864409481560119,35.27807474964875,0.5269277620688353,4.493732399554061,0.05337402391334247,0.2180571938283093,lookalike,1989721,lookalike_00008,0.6611905435044766,holdout
1.285624607658506,1758516,0.5715762687343063,0.0,0.05121051659359857,0.005671411011349502,0.09990207321809126,1.543951605064556,0.9918131387776136,0.6069406556452968,0.31571419809074364,0.7310312739252118,lookalike,1961213,lookalike_00009,0.7757856311248317,holdout
2.168067226890756,14773,0.46951338675004883,0.8048608665022895,0.2726695961842419,0.34312080536912754,0.0037470476972645793,26.25596448215955,0.6564305424040817,3.658206891418063,0.060443300487390425,0.2786023070077236,oil,16205,train_oil_00000,0.8416289592760181,train_sample
1.9311294765840221,32102,0.1226700934909987,0.6770331865205367,0.05639459237844009,0.3712915973673362,0.0024879082102488865,40.58878898459787,0.5282660196568107,4.7543635143218355,0.04961461360602956,0.21312822599499673,oil,133491,train_oil_00080,0.4365490042515104,train_sample
1.2521865889212829,24175,0.03940272267230524,0.7054294409256611,0.0505680708681178,0.36449057694603815,0.0025894656589548768,37.866166569880576,0.5622915685590508,4.5553109684873485,0.05053399721953959,0.22381121893243552,oil,67675,train_oil_00160,0.6515236545260676,train_sample
1.1335078534031413,165736,0.10988181269791368,0.8350630799812209,0.078168158049161,0.36198192595322554,0.0028727214772300293,33.47221440936879,0.6001406040983953,4.24265972022877,0.05325563072405752,0.23991529332998623,oil,189043,train_oil_00240,0.36524076827923135,train_sample
1.0671641791044777,7636,0.0946012942281599,0.28609854353889064,0.10632262364340914,0.3534958797043582,0.0031483301058855048,30.286663777183495,0.6287377384687174,3.9870440363979496,0.055590684134858515,0.25557483943336606,oil,23081,train_oil_00320,0.4994489599118336,train_sample
10.71875,6943,0.5978954081632653,0.14161340647174275,0.11333241977551298,0.3527631237568105,0.003458909257415355,28.940590020503294,0.6361693814249321,3.8907927014102075,0.05832865522012015,0.260469234825649,oil,28428,train_oil_00400,0.7327489950870925,train_sample
7.129032258064516,95419,0.38009455229569084,0.8896060018019267,0.08320684657248283,0.36132961870424996,0.0029696369980587133,32.84896929199833,0.6082675568504117,4.173807990000184,0.054087247476419034,0.2446249766270206,oil,107556,train_oil_00480,0.5818388329086976,train_sample
1.43687707641196,117163,0.22248478098054655,0.7488197297724399,0.039822737663750184,0.35701416858457996,0.002925240336407464,34.124859420701185,0.6184194506070136,4.228598842125601,0.053672716742067264,0.2466275380901535,oil,152848,train_oil_00560,0.36304254499077154,train_sample
1.1673306772908367,14448,0.19116027358144214,0.6641527888600036,0.21374350957781288,0.3615790575454756,0.0031147263255278087,32.17737645215805,0.6114890136134232,4.110936058946104,0.055400272867513395,0.24965382446279702,oil,26585,train_oil_00640,0.5957117735545244,train_sample
7.532846715328467,29851,0.2032337463928026,0.6511381890843553,0.05876219415379114,0.3624727945239465,0.0029633022341024754,33.270966426405465,0.5957807475168188,4.219679977567132,0.05409916475399092,0.24057471503512073,oil,42321,train_oil_00720,0.38021767177213933,train_sample
1.0442225392296718,50154,0.0953701971422558,0.4740802264058078,0.0689284037546501,0.35830142274524457,0.0030760385491847434,31.36327326351835,0.61711906594212,4.067357005235692,0.05502165798494496,0.2507859338355202,oil,78649,train_oil_00800,0.42751562643324204,train_sample
1.3966005665722379,22734,0.1274816266254475,0.9175981716185332,0.15378467619193084,0.3559949877439356,0.0032614483425409714,31.883662690554424,0.6306568266512771,4.064640491950664,0.05664520398497842,0.2547403608680167,oil,23832,train_oil_00880,0.7743765161695667,train_sample
4.102902374670185,61564,0.10161620103674418,0.6405081611321058,0.05298580766948724,0.3592774559786507,0.003023816919083326,33.164129215344694,0.604925703963887,4.180916259306258,0.05458148981111039,0.24586933770434974,oil,86270,train_oil_00960,0.5609182698611918,train_sample
2.055137844611529,79025,0.23804633535057154,0.4924255431552533,0.03632131525410148,0.3601617989853284,0.0033989531552400787,30.479609859030383,0.605487855294822,3.992362526778832,0.057895673449902624,0.25487222523575603,oil,98914,train_oil_01040,0.4536315452268624,train_sample
1.1551976573938507,120370,0.22778987060367015,0.6007465254583804,0.032459381887743444,0.33936661873624624,0.008674751102011425,10.928579624541314,0.7351041552678865,2.37572204587354,0.09248435260708156,0.3726075258829853,oil,219968,train_oil_01120,0.4023573796767781,train_sample
1.0,3727734,0.9011720418930054,nan,0.29073837300986993,0.338886022567749,0.0037685271480059597,26.20677585753876,0.6684690811819234,3.6307256116678914,0.06057006011358129,0.28252880463390584,lookalike,3739847,train_lookalike_00000,0.9459720992765414,train_sample
1.8974358974358974,835,0.26022176022176025,nan,0.24610517132979012,0.3727703455964326,0.002769326768295861,39.73554047407699,0.5060875807616367,4.692573396353808,0.05228966258281399,0.2161431885852499,lookalike,835,train_lookalike_00045,0.7628237684103606,train_sample
1.6046901172529313,1279571,0.6166156111105283,nan,0.06820769002717898,0.3257096889846092,0.010683572137950487,6.979498989895731,0.8850162043476736,1.8995109839681066,0.10267775057418119,0.42566448339860935,lookalike,1620140,train_lookalike_00090,0.6510153235972599,train_sample
1.3333333333333333,1666781,0.5627010663350424,nan,0.08534842655187866,0.1771869081439394,0.038642763739606886,10.771089127851592,0.6959976998006516,1.3705906470869067,0.19470269342588245,0.5918800790398903,lookalike,1820887,train_lookalike_00135,0.7464055525921303,train_sample
1.1662870159453302,2210129,0.6252228686912727,nan,0.05768995673066109,0.33596176242236025,0.0035222964138887083,26.598240428032852,0.6743765983226943,3.679876689254872,0.058430703659407626,0.27838723446039804,lookalike,2270042,train_lookalike_00180,0.7598445626059115,train_sample
1.6839622641509433,386028,0.36229751334496063,nan,0.027107070829489464,0.3483096417734416,0.004767737379305199,15.651638214540878,0.7725768484641649,2.8527756211630253,0.06848555507242536,0.32739088803055244,lookalike,1061149,train_lookalike_00225,0.6577146797793236,train_sample
1.7548076923076923,50821,0.6680716543730242,nan,0.288589300413868,0.36249704979938635,0.0028054095452923027,34.55960265121932,0.5898304388500818,4.3160745987731275,0.05261419413944496,0.2357332927511872,lookalike,132034,train_lookalike_00270,0.8756074613080594,train_sample
1.874203821656051,330524,0.4504333320706319,nan,0.07858325566093123,0.33280977604718975,0.010406240688825064,7.46815763091582,0.8012999579711835,1.966065148307852,0.10134713157896688,0.4169566247839305,lookalike,643145,train_lookalike_00315,0.6311799866916656,train_sample
1.132890365448505,1010703,0.6313723317192934,nan,0.10675427881582687,0.35469580327435857,0.0036542088161440585,26.90153548056297,0.6316534471540358,3.7484414278851883,0.060008096521774835,0.27027990112834527,lookalike,1862647,train_lookalike_00360,0.8030843084587287,train_sample
3.3292682926829267,6579,0.2778968998481194,nan,0.12035053925083114,0.36135667138142386,0.002961889623939228,32.59391393027967,0.6151974513514512,4.166133657042549,0.054007380339432504,0.24533625001129244,lookalike,55438,train_lookalike_00405,0.4663767898643077,train_sample
1.1637010676156583,17603,0.18742041855757616,nan,0.19769345738225538,0.30303439703855817,0.006757339191955915,8.539599940740086,0.9531300236234537,1.931828427880445,0.08149618275665707,0.44560257765592065,lookalike,57585,train_lookalike_00450,0.7401207641231708,train_sample
1.3574380165289257,86925,0.30563103010176484,nan,0.05403222409520884,0.3557333006624603,0.0031889876028592164,30.710498258691597,0.6369266945765126,3.994001313704099,0.05598903539650847,0.25728071346288217,lookalike,129374,train_lookalike_00495,0.4616214008188701,train_sample
1.4495412844036697,5416,0.3027232609453025,nan,0.2918053093645771,0.36101331700596967,0.0031174180119610748,31.154377805061298,0.6099479757709385,4.075021083859498,0.05544466499129041,0.24959279974732754,lookalike,34137,train_lookalike_00540,0.7425051627145197,train_sample
1.8,5252,0.27458333333333335,nan,0.13064834500431297,0.33754578754578757,0.007989939224674216,8.630213053969058,0.8279677776342658,2.1205244993781682,0.0888223268638248,0.3950662163104247,lookalike,16307,train_lookalike_00585,0.4474267867650387,train_sample
1.3689839572192513,1428715,0.4922225870550635,nan,0.040864365403160595,0.3575695550339179,0.002848829830008022,33.47769760967277,0.6174604043631257,4.209089019825717,0.05296283938334292,0.24412335463227883,lookalike,2158791,train_lookalike_00630,0.6010948705817454,train_sample
